"UF" "MUNIC" "PESO"
"1" "14" "00027" 3.2404390791905
"2" "14" "00027" 3.2404390791905
"3" "14" "00027" 8.2141663811173
"4" "14" "00027" 8.2141663811173
"5" "14" "00027" 8.2141663811173
"6" "14" "00027" 8.2141663811173
"7" "14" "00027" 8.2141663811173
"8" "14" "00027" 8.2141663811173
"9" "14" "00027" 3.9530525787656
"10" "14" "00027" 3.9530525787656
"11" "14" "00027" 2.7362736646511
"12" "14" "00027" 2.7362736646511
"13" "14" "00027" 2.7362736646511
"14" "14" "00027" 5.6874307533603
"15" "14" "00027" 5.6874307533603
"16" "14" "00027" 5.6874307533603
"17" "14" "00027" 5.6874307533603
"18" "14" "00027" 7.4913435757065
"19" "14" "00027" 7.4913435757065
"20" "14" "00027" 7.4913435757065
"21" "14" "00027" 7.4913435757065
"22" "14" "00027" 7.4913435757065
"23" "14" "00027" 7.4913435757065
"24" "14" "00027" 7.4913435757065
"25" "14" "00027" 7.4913435757065
"26" "14" "00027" 7.4913435757065
"27" "14" "00027" 7.4913435757065
"28" "14" "00027" 2.4675590245055
"29" "14" "00027" 2.4675590245055
"30" "14" "00027" 2.4675590245055
"31" "14" "00027" 2.4675590245055
"32" "14" "00027" 6.6040428840629
"33" "14" "00027" 6.6040428840629
"34" "14" "00027" 6.6040428840629
"35" "14" "00027" 6.6040428840629
"36" "14" "00027" 6.6040428840629
"37" "14" "00027" 6.6040428840629
"38" "14" "00027" 6.6040428840629
"39" "14" "00027" 6.6040428840629
"40" "14" "00027" 6.6040428840629
"41" "14" "00027" 6.6040428840629
"42" "14" "00027" 5.2721106510749
"43" "14" "00027" 5.2721106510749
"44" "14" "00027" 5.9374560947329
"45" "14" "00027" 5.9374560947329
"46" "14" "00027" 5.9374560947329
"47" "14" "00027" 5.848750412284
"48" "14" "00027" 5.848750412284
"49" "14" "00027" 5.848750412284
"50" "14" "00027" 5.848750412284
"51" "14" "00027" 1.9404086471535
"52" "14" "00027" 1.9404086471535
"53" "14" "00027" 1.9404086471535
"54" "14" "00027" 1.9404086471535
"55" "14" "00027" 6.7584345188419
"56" "14" "00027" 6.7584345188419
"57" "14" "00027" 6.7584345188419
"58" "14" "00027" 6.7584345188419
"59" "14" "00027" 6.7584345188419
"60" "14" "00027" 6.7584345188419
"61" "14" "00027" 4.3051420965492
"62" "14" "00027" 5.22492621721
"63" "14" "00027" 5.22492621721
"64" "14" "00027" 5.22492621721
"65" "14" "00027" 5.22492621721
"66" "14" "00027" 5.5295772520003
"67" "14" "00027" 5.5295772520003
"68" "14" "00027" 5.5295772520003
"69" "14" "00027" 5.5295772520003
"70" "14" "00027" 5.5295772520003
"71" "14" "00027" 5.5295772520003
"72" "14" "00027" 5.5295772520003
"73" "14" "00027" 7.5263247842359
"74" "14" "00027" 7.5263247842359
"75" "14" "00027" 7.5263247842359
"76" "14" "00027" 7.5263247842359
"77" "14" "00027" 7.5263247842359
"78" "14" "00027" 5.2474353124449
"79" "14" "00027" 5.2474353124449
"80" "14" "00027" 3.6985345119905
"81" "14" "00027" 3.6985345119905
"82" "14" "00027" 3.6985345119905
"83" "14" "00027" 3.6985345119905
"84" "14" "00027" 4.39990410703
"85" "14" "00027" 5.1626345785341
"86" "14" "00027" 5.1626345785341
"87" "14" "00027" 3.1489619577217
"88" "14" "00027" 3.1489619577217
"89" "14" "00027" 3.1489619577217
"90" "14" "00027" 5.9418659141564
"91" "14" "00027" 5.9418659141564
"92" "14" "00027" 5.9418659141564
"93" "14" "00027" 5.9418659141564
"94" "14" "00027" 5.9418659141564
"95" "14" "00027" 5.0393276641212
"96" "14" "00027" 5.0393276641212
"97" "14" "00027" 5.0393276641212
"98" "14" "00027" 5.0393276641212
"99" "14" "00027" 5.0393276641212
"100" "14" "00027" 5.0393276641212
"101" "14" "00027" 5.4593769048722
"102" "14" "00027" 5.4593769048722
"103" "14" "00027" 5.4593769048722
"104" "14" "00027" 5.4593769048722
"105" "14" "00027" 5.4593769048722
"106" "14" "00027" 5.133486852648
"107" "14" "00027" 5.133486852648
"108" "14" "00027" 6.3951291835939
"109" "14" "00027" 6.3951291835939
"110" "14" "00027" 6.3951291835939
"111" "14" "00027" 6.3951291835939
"112" "14" "00027" 6.3951291835939
"113" "14" "00027" 3.6198211971714
"114" "14" "00027" 3.6198211971714
"115" "14" "00027" 3.6198211971714
"116" "14" "00027" 3.6198211971714
"117" "14" "00027" 3.6198211971714
"118" "14" "00027" 5.0022117258998
"119" "14" "00027" 5.0022117258998
"120" "14" "00027" 5.0022117258998
"121" "14" "00027" 5.0022117258998
"122" "14" "00027" 5.6317914332344
"123" "14" "00027" 5.6317914332344
"124" "14" "00027" 5.6317914332344
"125" "14" "00027" 5.6317914332344
"126" "14" "00027" 5.6317914332344
"127" "14" "00027" 4.4031480906898
"128" "14" "00027" 4.39990410703
"129" "14" "00027" 5.3523173553793
"130" "14" "00027" 5.3523173553793
"131" "14" "00027" 5.3523173553793
"132" "14" "00027" 5.3523173553793
"133" "14" "00027" 5.3523173553793
"134" "14" "00027" 5.3523173553793
"135" "14" "00027" 5.5423931523146
"136" "14" "00027" 5.5423931523146
"137" "14" "00027" 5.5423931523146
"138" "14" "00027" 5.5423931523146
"139" "14" "00027" 5.5423931523146
"140" "14" "00027" 4.3567163867677
