"";"V0011";"V0300";"V0010";"V6036";"mun7";"V0601f";"ge_pia"
"268383";"2408102004023";974025;19,2163468879206;11;2408102;"Masculino";"[0,15)"
"268524";"2408102004023";1192522;23,9073811713595;11;2408102;"Masculino";"[0,15)"
"268542";"2408102004023";1217092;16,2053841970352;11;2408102;"Feminino";"[0,15)"
"268586";"2408102004023";1272773;18,4211481354123;11;2408102;"Feminino";"[0,15)"
"268620";"2408102004023";1319147;16,1185573377597;11;2408102;"Feminino";"[0,15)"
"268691";"2408102004023";1432684;22,2876374727816;11;2408102;"Feminino";"[0,15)"
"268753";"2408102004023";1545750;18,6202162883204;11;2408102;"Masculino";"[0,15)"
"268773";"2408102004023";1564946;26,6089974626014;11;2408102;"Masculino";"[0,15)"
"268930";"2408102004023";1792248;16,3490091932262;11;2408102;"Feminino";"[0,15)"
"268932";"2408102004023";1801800;27,5016276321238;11;2408102;"Feminino";"[0,15)"
"268967";"2408102004023";1894918;17,9650030788327;11;2408102;"Feminino";"[0,15)"
"269047";"2408102004023";2038679;22,244907281522;11;2408102;"Masculino";"[0,15)"
"269094";"2408102004023";2140605;23,5981489929427;11;2408102;"Feminino";"[0,15)"
"269141";"2408102004023";2226599;26,0493312637221;11;2408102;"Feminino";"[0,15)"
"269215";"2408102004023";2321743;15,321541404809;11;2408102;"Feminino";"[0,15)"
"269227";"2408102004023";2342151;16,2405640130421;11;2408102;"Feminino";"[0,15)"
"269242";"2408102004023";2374152;23,1882192378741;11;2408102;"Feminino";"[0,15)"
"269243";"2408102004023";2374152;23,1882192378741;11;2408102;"Feminino";"[0,15)"
"269252";"2408102004023";2377593;24,8123228778479;11;2408102;"Masculino";"[0,15)"
"269302";"2408102004023";2495851;15,0344419492734;11;2408102;"Feminino";"[0,15)"
"269434";"2408102004023";2770336;26,4040563343963;11;2408102;"Masculino";"[0,15)"
"269442";"2408102004023";2776972;19,1498559371143;11;2408102;"Feminino";"[0,15)"
"269530";"2408102004023";2923803;24,7904564282971;11;2408102;"Masculino";"[0,15)"
"269535";"2408102004023";2927108;22,885349664859;11;2408102;"Feminino";"[0,15)"
"269583";"2408102004023";2973774;17,6556402255462;11;2408102;"Masculino";"[0,15)"
"269599";"2408102004023";3031310;18,9615579948309;11;2408102;"Masculino";"[0,15)"
"269729";"2408102004023";3299386;13,6752592250734;11;2408102;"Feminino";"[0,15)"
"269741";"2408102004023";3310128;25,2562359402729;11;2408102;"Masculino";"[0,15)"
"269842";"2408102004023";3531712;29,777344414758;11;2408102;"Masculino";"[0,15)"
"269870";"2408102004023";3567935;18,9521021964181;11;2408102;"Masculino";"[0,15)"
"269901";"2408102004023";3615045;25,028411333114;11;2408102;"Feminino";"[0,15)"
"269948";"2408102004023";3655953;24,9712323844806;11;2408102;"Masculino";"[0,15)"
"270030";"2408102004023";3743459;23,2227025765746;11;2408102;"Masculino";"[0,15)"
"270063";"2408102004023";3818569;18,9525834736578;11;2408102;"Masculino";"[0,15)"
"270076";"2408102004023";3844957;21,2531727808932;11;2408102;"Feminino";"[0,15)"
"270186";"2408102004023";4023376;23,220041426135;11;2408102;"Feminino";"[0,15)"
"270201";"2408102004023";4033334;20,6122782093795;11;2408102;"Feminino";"[0,15)"
"270239";"2408102004023";4103266;19,2187491446028;11;2408102;"Masculino";"[0,15)"
"270367";"2408102004023";4313403;21,658094955606;11;2408102;"Feminino";"[0,15)"
"270457";"2408102004023";4471495;22,6765623842649;11;2408102;"Masculino";"[0,15)"
"270467";"2408102004023";4478869;25,1264077590688;11;2408102;"Feminino";"[0,15)"
"270677";"2408102004023";4934056;18,48300064529;11;2408102;"Masculino";"[0,15)"
"270838";"2408102004023";5227048;11,9679920822594;11;2408102;"Feminino";"[0,15)"
"270851";"2408102004023";5246085;18,6579286058568;11;2408102;"Masculino";"[0,15)"
"270896";"2408102004023";5284079;20,1480074459345;11;2408102;"Masculino";"[0,15)"
"270933";"2408102004023";5335515;15,7211233290367;11;2408102;"Feminino";"[0,15)"
"270959";"2408102004023";5391754;18,7578614607945;11;2408102;"Masculino";"[0,15)"
"271127";"2408102004023";5710866;18,5364819637702;11;2408102;"Masculino";"[0,15)"
"271243";"2408102004023";5949009;24,3575122249685;11;2408102;"Feminino";"[0,15)"
"271262";"2408102004023";5999175;26,6661417908804;11;2408102;"Masculino";"[0,15)"
"271282";"2408102004023";6021249;22,4341150443235;11;2408102;"Masculino";"[0,15)"
"232262";"2408102004001";449966;23,3900707404705;12;2408102;"Feminino";"[0,15)"
"232513";"2408102004001";1792371;23,7900116883083;12;2408102;"Feminino";"[0,15)"
"232786";"2408102004001";3066679;15,962108431484;12;2408102;"Masculino";"[0,15)"
"232930";"2408102004001";3664585;19,1757000167907;12;2408102;"Feminino";"[0,15)"
"232945";"2408102004001";3765320;19,6217497918675;12;2408102;"Masculino";"[0,15)"
"232996";"2408102004001";4084064;15,7150119133164;12;2408102;"Masculino";"[0,15)"
"233016";"2408102004001";4173046;21,778236313609;12;2408102;"Masculino";"[0,15)"
"233022";"2408102004001";4196959;27,494182583111;12;2408102;"Masculino";"[0,15)"
"233208";"2408102004001";4950004;19,0268072988236;12;2408102;"Feminino";"[0,15)"
"233253";"2408102004001";5137645;24,641221306688;12;2408102;"Masculino";"[0,15)"
"233453";"2408102004001";5992044;16,2717443349719;12;2408102;"Feminino";"[0,15)"
"233485";"2408102004001";6116879;16,8501196694194;12;2408102;"Masculino";"[0,15)"
"233508";"2408102004002";13959;17,8930227365276;12;2408102;"Feminino";"[0,15)"
"233526";"2408102004002";108217;17,3214526441695;12;2408102;"Feminino";"[0,15)"
"233567";"2408102004002";317536;21,7112416016755;12;2408102;"Feminino";"[0,15)"
"233598";"2408102004002";460885;18,8346767324219;12;2408102;"Feminino";"[0,15)"
"233636";"2408102004002";590853;19,1372739455519;12;2408102;"Masculino";"[0,15)"
"233672";"2408102004002";725936;18,6743968814164;12;2408102;"Feminino";"[0,15)"
"233676";"2408102004002";729907;15,1313921617886;12;2408102;"Masculino";"[0,15)"
"233695";"2408102004002";806774;19,5535911669065;12;2408102;"Masculino";"[0,15)"
"233744";"2408102004002";1031479;22,1734576935315;12;2408102;"Masculino";"[0,15)"
"233750";"2408102004002";1035348;21,1080388686632;12;2408102;"Masculino";"[0,15)"
"233756";"2408102004002";1038252;18,7044781964953;12;2408102;"Feminino";"[0,15)"
"233784";"2408102004002";1108803;19,6246960179524;12;2408102;"Masculino";"[0,15)"
"233810";"2408102004002";1173334;13,6434261213248;12;2408102;"Feminino";"[0,15)"
"233819";"2408102004002";1218857;19,6577957975322;12;2408102;"Masculino";"[0,15)"
"233829";"2408102004002";1245078;13,9505442486411;12;2408102;"Masculino";"[0,15)"
"233902";"2408102004002";1479041;21,4875432904569;12;2408102;"Masculino";"[0,15)"
"233957";"2408102004002";1815792;20,6663169310053;12;2408102;"Feminino";"[0,15)"
"234005";"2408102004002";1961916;18,3862726288197;12;2408102;"Feminino";"[0,15)"
"234107";"2408102004002";2475228;17,9738226333467;12;2408102;"Feminino";"[0,15)"
"234109";"2408102004002";2479756;13,6406789505214;12;2408102;"Masculino";"[0,15)"
"234130";"2408102004002";2639853;15,3857622978827;12;2408102;"Masculino";"[0,15)"
"234269";"2408102004002";3217774;14,5461911248196;12;2408102;"Feminino";"[0,15)"
"234308";"2408102004002";3386694;14,2919670959931;12;2408102;"Masculino";"[0,15)"
"234409";"2408102004002";4014598;21,7646109915118;12;2408102;"Masculino";"[0,15)"
"234418";"2408102004002";4050076;23,6801041303162;12;2408102;"Masculino";"[0,15)"
"234423";"2408102004002";4056299;19,5847930099841;12;2408102;"Masculino";"[0,15)"
"234534";"2408102004002";4537862;19,1142077344594;12;2408102;"Feminino";"[0,15)"
"234564";"2408102004002";4689416;25,6000599722328;12;2408102;"Feminino";"[0,15)"
"234587";"2408102004002";4757499;24,4996345894208;12;2408102;"Masculino";"[0,15)"
"234650";"2408102004002";5086375;30,0611864754248;12;2408102;"Feminino";"[0,15)"
"234652";"2408102004002";5123613;23,2110245013696;12;2408102;"Feminino";"[0,15)"
"234743";"2408102004002";5463609;24,8437235700155;12;2408102;"Feminino";"[0,15)"
"234884";"2408102004002";5981755;19,0369484675171;12;2408102;"Masculino";"[0,15)"
"234888";"2408102004002";5981866;18,7557229406392;12;2408102;"Feminino";"[0,15)"
"234946";"2408102004003";81906;19,787483029118;12;2408102;"Feminino";"[0,15)"
"235125";"2408102004003";774936;21,5605106620975;12;2408102;"Feminino";"[0,15)"
"235141";"2408102004003";840987;10,8507809331094;12;2408102;"Feminino";"[0,15)"
"235175";"2408102004003";983449;19,829369643362;12;2408102;"Masculino";"[0,15)"
"235285";"2408102004003";1418623;24,3151170301073;12;2408102;"Feminino";"[0,15)"
"235299";"2408102004003";1440972;14,245502036787;12;2408102;"Feminino";"[0,15)"
"235316";"2408102004003";1526219;14,9121547475252;12;2408102;"Masculino";"[0,15)"
"235381";"2408102004003";1747452;25,2616819480776;12;2408102;"Feminino";"[0,15)"
"235383";"2408102004003";1747533;25,4275352692646;12;2408102;"Feminino";"[0,15)"
"235420";"2408102004003";1954240;24,3995481058885;12;2408102;"Masculino";"[0,15)"
"235537";"2408102004003";2335004;14,1858987321711;12;2408102;"Feminino";"[0,15)"
"235546";"2408102004003";2343117;12,6911553233573;12;2408102;"Feminino";"[0,15)"
"235568";"2408102004003";2486210;8,1635942605462;12;2408102;"Feminino";"[0,15)"
"235650";"2408102004003";2842796;17,0965848912064;12;2408102;"Masculino";"[0,15)"
"235678";"2408102004003";2933595;15,0662163012864;12;2408102;"Feminino";"[0,15)"
"235750";"2408102004003";3274583;12,1083441057806;12;2408102;"Feminino";"[0,15)"
"235759";"2408102004003";3307615;18,5724813615323;12;2408102;"Masculino";"[0,15)"
"235818";"2408102004003";3634176;14,4463512962796;12;2408102;"Feminino";"[0,15)"
"235821";"2408102004003";3638513;16,6918921458602;12;2408102;"Masculino";"[0,15)"
"235848";"2408102004003";3673274;22,3421272934854;12;2408102;"Masculino";"[0,15)"
"235909";"2408102004003";3883730;29,9922464650362;12;2408102;"Feminino";"[0,15)"
"235945";"2408102004003";4047357;24,1355444924907;12;2408102;"Masculino";"[0,15)"
"236001";"2408102004003";4279370;24,7186748269784;12;2408102;"Feminino";"[0,15)"
"236020";"2408102004003";4339282;15,9624355764127;12;2408102;"Feminino";"[0,15)"
"236080";"2408102004003";4584909;20,159866111077;12;2408102;"Feminino";"[0,15)"
"236085";"2408102004003";4592517;16,2228116744313;12;2408102;"Masculino";"[0,15)"
"236088";"2408102004003";4607459;22,5120322879824;12;2408102;"Masculino";"[0,15)"
"236242";"2408102004003";5221598;20,2107689902685;12;2408102;"Feminino";"[0,15)"
"236268";"2408102004003";5345029;19,0506363725623;12;2408102;"Feminino";"[0,15)"
"236363";"2408102004003";5722700;16,6035655103959;12;2408102;"Feminino";"[0,15)"
"236367";"2408102004003";5722700;16,6035655103959;12;2408102;"Masculino";"[0,15)"
"236430";"2408102004003";5960687;20,571725649728;12;2408102;"Masculino";"[0,15)"
"236497";"2408102004004";33907;16,0333308018125;12;2408102;"Masculino";"[0,15)"
"236689";"2408102004004";369748;20,3178312107566;12;2408102;"Masculino";"[0,15)"
"236776";"2408102004004";564860;19,3055671868146;12;2408102;"Feminino";"[0,15)"
"236858";"2408102004004";697940;21,1114494768062;12;2408102;"Feminino";"[0,15)"
"236945";"2408102004004";820076;26,996282293927;12;2408102;"Masculino";"[0,15)"
"236948";"2408102004004";823923;22,5216026086117;12;2408102;"Masculino";"[0,15)"
"237195";"2408102004004";1275659;27,1604676935279;12;2408102;"Masculino";"[0,15)"
"237196";"2408102004004";1275659;27,1604676935279;12;2408102;"Feminino";"[0,15)"
"237211";"2408102004004";1291994;26,8267747294899;12;2408102;"Feminino";"[0,15)"
"237237";"2408102004004";1318040;19,0076048050064;12;2408102;"Masculino";"[0,15)"
"237262";"2408102004004";1360142;10,4642374717008;12;2408102;"Masculino";"[0,15)"
"237335";"2408102004004";1444865;15,44101033848;12;2408102;"Masculino";"[0,15)"
"237522";"2408102004004";1695840;19,4609245107786;12;2408102;"Feminino";"[0,15)"
"237587";"2408102004004";1786645;19,7759920481014;12;2408102;"Masculino";"[0,15)"
"237745";"2408102004004";2004125;18,9675527549286;12;2408102;"Feminino";"[0,15)"
"237752";"2408102004004";2010170;17,2059153047573;12;2408102;"Masculino";"[0,15)"
"237884";"2408102004004";2228919;19,006137244188;12;2408102;"Masculino";"[0,15)"
"238020";"2408102004004";2404751;30,7927796964871;12;2408102;"Masculino";"[0,15)"
"238070";"2408102004004";2480074;22,6671454540318;12;2408102;"Feminino";"[0,15)"
"238079";"2408102004004";2517556;28,1457752219578;12;2408102;"Feminino";"[0,15)"
"238084";"2408102004004";2520739;17,7892968785642;12;2408102;"Feminino";"[0,15)"
"238214";"2408102004004";2747535;20,895422615826;12;2408102;"Masculino";"[0,15)"
"238225";"2408102004004";2757606;18,9404318172817;12;2408102;"Feminino";"[0,15)"
"238359";"2408102004004";3044863;28,2299917093185;12;2408102;"Feminino";"[0,15)"
"238394";"2408102004004";3082518;17,1383904483985;12;2408102;"Masculino";"[0,15)"
"238412";"2408102004004";3106714;19,6692425246131;12;2408102;"Masculino";"[0,15)"
"238512";"2408102004004";3228382;23,5389924079989;12;2408102;"Masculino";"[0,15)"
"238536";"2408102004004";3267566;22,5328751529676;12;2408102;"Feminino";"[0,15)"
"238567";"2408102004004";3344411;20,3995713535185;12;2408102;"Masculino";"[0,15)"
"238628";"2408102004004";3431066;17,9198548629607;12;2408102;"Masculino";"[0,15)"
"238636";"2408102004004";3444270;18,2468140919894;12;2408102;"Masculino";"[0,15)"
"238859";"2408102004004";3806259;24,1372458890838;12;2408102;"Feminino";"[0,15)"
"238869";"2408102004004";3826837;17,0366959937079;12;2408102;"Masculino";"[0,15)"
"238915";"2408102004004";3901312;26,7106371541577;12;2408102;"Masculino";"[0,15)"
"239062";"2408102004004";4146750;20,0050683038678;12;2408102;"Feminino";"[0,15)"
"239187";"2408102004004";4390260;24,5433784331641;12;2408102;"Feminino";"[0,15)"
"239233";"2408102004004";4445926;29,1875810829714;12;2408102;"Feminino";"[0,15)"
"239357";"2408102004004";4604317;21,9406410013363;12;2408102;"Feminino";"[0,15)"
"239434";"2408102004004";4711333;22,0281252514536;12;2408102;"Masculino";"[0,15)"
"239501";"2408102004004";4783373;22,3295028411026;12;2408102;"Masculino";"[0,15)"
"239587";"2408102004004";4949999;18,35778534026;12;2408102;"Masculino";"[0,15)"
"239724";"2408102004004";5139905;19,4310840170054;12;2408102;"Feminino";"[0,15)"
"239734";"2408102004004";5151974;24,5433784331641;12;2408102;"Feminino";"[0,15)"
"239797";"2408102004004";5273526;20,3979127601574;12;2408102;"Masculino";"[0,15)"
"239907";"2408102004004";5427689;19,3621890511369;12;2408102;"Feminino";"[0,15)"
"239924";"2408102004004";5466606;25,8807443928901;12;2408102;"Masculino";"[0,15)"
"239935";"2408102004004";5480308;14,6239209444148;12;2408102;"Masculino";"[0,15)"
"239941";"2408102004004";5487310;21,8448628926626;12;2408102;"Masculino";"[0,15)"
"239947";"2408102004004";5487799;19,4365042345798;12;2408102;"Masculino";"[0,15)"
"240027";"2408102004004";5640901;17,6042932849867;12;2408102;"Feminino";"[0,15)"
"240157";"2408102004004";5844842;16,9005291377085;12;2408102;"Masculino";"[0,15)"
"240213";"2408102004004";5928274;19,1660865972822;12;2408102;"Masculino";"[0,15)"
"240238";"2408102004004";5955867;20,2719975739622;12;2408102;"Masculino";"[0,15)"
"240357";"2408102004004";6158367;18,3620336019134;12;2408102;"Masculino";"[0,15)"
"240434";"2408102004005";247394;23,1707756098218;12;2408102;"Feminino";"[0,15)"
"240576";"2408102004005";825211;27,2399490635599;12;2408102;"Masculino";"[0,15)"
"240620";"2408102004005";1004392;25,1200080097915;12;2408102;"Masculino";"[0,15)"
"240641";"2408102004005";1187491;23,4576633929136;12;2408102;"Feminino";"[0,15)"
"240732";"2408102004005";1405886;14,9738179862902;12;2408102;"Feminino";"[0,15)"
"240763";"2408102004005";1466650;16,5156214142442;12;2408102;"Feminino";"[0,15)"
"240791";"2408102004005";1609439;15,9662971494775;12;2408102;"Feminino";"[0,15)"
"240870";"2408102004005";1887601;25,7039408757892;12;2408102;"Masculino";"[0,15)"
"240997";"2408102004005";2534591;20,9772229478351;12;2408102;"Feminino";"[0,15)"
"241213";"2408102004005";3466479;10,7300270466443;12;2408102;"Feminino";"[0,15)"
"241299";"2408102004005";3774533;23,9234155463511;12;2408102;"Masculino";"[0,15)"
"241326";"2408102004005";3855843;23,7905409836695;12;2408102;"Feminino";"[0,15)"
"241374";"2408102004005";4147919;16,2041671953383;12;2408102;"Masculino";"[0,15)"
"241429";"2408102004005";4408257;18,9978987573378;12;2408102;"Masculino";"[0,15)"
"241441";"2408102004005";4452212;26,7689784893415;12;2408102;"Masculino";"[0,15)"
"241447";"2408102004005";4453973;17,9483148496036;12;2408102;"Feminino";"[0,15)"
"241485";"2408102004005";4649447;17,5188746086969;12;2408102;"Feminino";"[0,15)"
"241489";"2408102004005";4652044;23,3327255494334;12;2408102;"Masculino";"[0,15)"
"241506";"2408102004005";4685393;16,9841392907716;12;2408102;"Feminino";"[0,15)"
"241553";"2408102004005";4850733;22,5821121987419;12;2408102;"Feminino";"[0,15)"
"241663";"2408102004005";5123744;23,7622800399235;12;2408102;"Feminino";"[0,15)"
"241689";"2408102004005";5203335;13,6700310199696;12;2408102;"Feminino";"[0,15)"
"241824";"2408102004005";5990909;19,8505422475007;12;2408102;"Feminino";"[0,15)"
"241831";"2408102004005";6032875;7,3144610847742;12;2408102;"Masculino";"[0,15)"
"242071";"2408102004006";997372;36,2148803147761;12;2408102;"Masculino";"[0,15)"
"242083";"2408102004006";1062555;14,8081006531938;12;2408102;"Masculino";"[0,15)"
"242195";"2408102004006";1600784;32,9311695323714;12;2408102;"Masculino";"[0,15)"
"242256";"2408102004006";1986285;26,1063700103228;12;2408102;"Feminino";"[0,15)"
"242278";"2408102004006";2068639;20,3849559022539;12;2408102;"Feminino";"[0,15)"
"242314";"2408102004006";2130046;31,4445172685468;12;2408102;"Feminino";"[0,15)"
"242357";"2408102004006";2347857;23,5882718110654;12;2408102;"Masculino";"[0,15)"
"242703";"2408102004006";4055834;10,0390821986522;12;2408102;"Masculino";"[0,15)"
"242759";"2408102004006";4383967;13,5372426228104;12;2408102;"Masculino";"[0,15)"
"242777";"2408102004006";4566714;34,4968501825576;12;2408102;"Feminino";"[0,15)"
"243003";"2408102004006";5612524;23,6258484091885;12;2408102;"Feminino";"[0,15)"
"243011";"2408102004006";5619974;21,1653962631587;12;2408102;"Feminino";"[0,15)"
"243124";"2408102004006";6087944;24,1558872763536;12;2408102;"Masculino";"[0,15)"
"243306";"2408102004007";663379;18,4501240427654;12;2408102;"Feminino";"[0,15)"
"243496";"2408102004007";1312774;22,3419646431463;12;2408102;"Feminino";"[0,15)"
"243528";"2408102004007";1467518;18,2647433945553;12;2408102;"Masculino";"[0,15)"
"243538";"2408102004007";1502241;21,2704062947747;12;2408102;"Feminino";"[0,15)"
"243586";"2408102004007";1623430;16,7827179706866;12;2408102;"Masculino";"[0,15)"
"243626";"2408102004007";1764876;14,2983236645272;12;2408102;"Masculino";"[0,15)"
"243659";"2408102004007";1916135;16,7393652052138;12;2408102;"Masculino";"[0,15)"
"243748";"2408102004007";2338262;20,9317175078254;12;2408102;"Feminino";"[0,15)"
"243753";"2408102004007";2351962;16,9377229923958;12;2408102;"Feminino";"[0,15)"
"243775";"2408102004007";2457171;26,3167356634653;12;2408102;"Masculino";"[0,15)"
"243782";"2408102004007";2531067;15,6322386673875;12;2408102;"Feminino";"[0,15)"
"243811";"2408102004007";2604271;18,0671579200513;12;2408102;"Feminino";"[0,15)"
"243867";"2408102004007";2805935;23,8404477098396;12;2408102;"Feminino";"[0,15)"
"243898";"2408102004007";2926678;10,5085866565755;12;2408102;"Masculino";"[0,15)"
"243931";"2408102004007";3055394;17,0102721472866;12;2408102;"Masculino";"[0,15)"
"243953";"2408102004007";3127423;20,3853964714755;12;2408102;"Masculino";"[0,15)"
"243984";"2408102004007";3228772;15,3511816499015;12;2408102;"Feminino";"[0,15)"
"244106";"2408102004007";3812928;15,6361944499248;12;2408102;"Masculino";"[0,15)"
"244114";"2408102004007";3856499;18,1862924152425;12;2408102;"Masculino";"[0,15)"
"244172";"2408102004007";4066542;18,0802386842998;12;2408102;"Feminino";"[0,15)"
"244187";"2408102004007";4137213;11,1014341443724;12;2408102;"Masculino";"[0,15)"
"244345";"2408102004007";5089431;18,3447119464951;12;2408102;"Feminino";"[0,15)"
"244360";"2408102004007";5122863;12,0874597651558;12;2408102;"Feminino";"[0,15)"
"244378";"2408102004007";5245492;21,7849086557929;12;2408102;"Masculino";"[0,15)"
"244517";"2408102004007";5899193;24,4698935749996;12;2408102;"Masculino";"[0,15)"
"244870";"2408102004008";971303;19,7985350147701;12;2408102;"Feminino";"[0,15)"
"244874";"2408102004008";974657;27,3104989240963;12;2408102;"Masculino";"[0,15)"
"244986";"2408102004008";1414066;25,2974390127775;12;2408102;"Masculino";"[0,15)"
"245023";"2408102004008";1510620;20,5513342296158;12;2408102;"Feminino";"[0,15)"
"245077";"2408102004008";1662856;12,0289205975795;12;2408102;"Masculino";"[0,15)"
"245090";"2408102004008";1713078;20,7546819763673;12;2408102;"Feminino";"[0,15)"
"245130";"2408102004008";1848333;15,5108594571288;12;2408102;"Feminino";"[0,15)"
"245139";"2408102004008";1858699;23,0101388766911;12;2408102;"Feminino";"[0,15)"
"245141";"2408102004008";1862453;29,0663093187738;12;2408102;"Masculino";"[0,15)"
"245194";"2408102004008";2081554;18,3764701130836;12;2408102;"Feminino";"[0,15)"
"245383";"2408102004008";2918752;28,0351430687194;12;2408102;"Masculino";"[0,15)"
"245417";"2408102004008";2995488;27,4357108697018;12;2408102;"Masculino";"[0,15)"
"245497";"2408102004008";3369124;25,7646142304414;12;2408102;"Feminino";"[0,15)"
"245521";"2408102004008";3469199;32,6795249691637;12;2408102;"Masculino";"[0,15)"
"245522";"2408102004008";3469199;32,6795249691637;12;2408102;"Masculino";"[0,15)"
"245564";"2408102004008";3684413;24,1535912444314;12;2408102;"Feminino";"[0,15)"
"245803";"2408102004008";4950008;23,0101388766911;12;2408102;"Masculino";"[0,15)"
"245849";"2408102004008";5162793;20,6409964186982;12;2408102;"Feminino";"[0,15)"
"245922";"2408102004008";5416330;19,8928479703967;12;2408102;"Feminino";"[0,15)"
"245986";"2408102004008";5615239;21,643127763379;12;2408102;"Feminino";"[0,15)"
"245993";"2408102004008";5638596;26,631708773532;12;2408102;"Feminino";"[0,15)"
"245998";"2408102004008";5656272;15,6655773399578;12;2408102;"Feminino";"[0,15)"
"246076";"2408102004008";5933755;20,3743060748157;12;2408102;"Feminino";"[0,15)"
"246147";"2408102004008";6101459;23,7233121300133;12;2408102;"Masculino";"[0,15)"
"246168";"2408102004009";35133;19,7090116484487;12;2408102;"Masculino";"[0,15)"
"246250";"2408102004009";265513;1,0000000000021;12;2408102;"Masculino";"[0,15)"
"246304";"2408102004009";430763;8,1309972323294;12;2408102;"Masculino";"[0,15)"
"246355";"2408102004009";618209;22,4514168884919;12;2408102;"Feminino";"[0,15)"
"246375";"2408102004009";751531;14,9064001631428;12;2408102;"Feminino";"[0,15)"
"246381";"2408102004009";761212;24,6160797726541;12;2408102;"Masculino";"[0,15)"
"246462";"2408102004009";1087935;11,6971431523347;12;2408102;"Feminino";"[0,15)"
"246533";"2408102004009";1377012;25,8994261335638;12;2408102;"Masculino";"[0,15)"
"246577";"2408102004009";1429170;23,243019010478;12;2408102;"Feminino";"[0,15)"
"246623";"2408102004009";1618798;12,0228352973554;12;2408102;"Masculino";"[0,15)"
"246652";"2408102004009";1697653;18,1297561052071;12;2408102;"Masculino";"[0,15)"
"246688";"2408102004009";1826610;8,5589674325186;12;2408102;"Feminino";"[0,15)"
"246815";"2408102004009";2298345;21,4174910069862;12;2408102;"Feminino";"[0,15)"
"246905";"2408102004009";2693657;12,3929315925781;12;2408102;"Feminino";"[0,15)"
"246930";"2408102004009";2836696;13,261939267769;12;2408102;"Feminino";"[0,15)"
"246987";"2408102004009";3168928;28,1376504519784;12;2408102;"Masculino";"[0,15)"
"247007";"2408102004009";3279816;7,5336331012792;12;2408102;"Feminino";"[0,15)"
"247058";"2408102004009";3595802;7,7694280549143;12;2408102;"Masculino";"[0,15)"
"247073";"2408102004009";3695857;12,726391612702;12;2408102;"Feminino";"[0,15)"
"247095";"2408102004009";3831193;11,8605094267165;12;2408102;"Feminino";"[0,15)"
"247139";"2408102004009";4006692;23,7143704423133;12;2408102;"Masculino";"[0,15)"
"247148";"2408102004009";4051427;6,1310480758022;12;2408102;"Masculino";"[0,15)"
"247245";"2408102004009";4489381;23,7370808633964;12;2408102;"Masculino";"[0,15)"
"247263";"2408102004009";4538520;24,9665797362865;12;2408102;"Masculino";"[0,15)"
"247294";"2408102004009";4662106;23,2582048866608;12;2408102;"Feminino";"[0,15)"
"247409";"2408102004009";5092723;25,707193834062;12;2408102;"Masculino";"[0,15)"
"247414";"2408102004009";5123792;22,2094189642581;12;2408102;"Feminino";"[0,15)"
"247420";"2408102004009";5129644;23,6452136731661;12;2408102;"Masculino";"[0,15)"
"247506";"2408102004009";5431579;5,7778308717634;12;2408102;"Feminino";"[0,15)"
"247520";"2408102004009";5462199;11,7912813777011;12;2408102;"Feminino";"[0,15)"
"247667";"2408102004009";6092384;4,518283274328;12;2408102;"Masculino";"[0,15)"
"247680";"2408102004009";6139338;18,0376180174422;12;2408102;"Feminino";"[0,15)"
"247715";"2408102004010";209021;16,4495498126995;12;2408102;"Feminino";"[0,15)"
"247775";"2408102004010";520069;19,8988284268038;12;2408102;"Feminino";"[0,15)"
"247799";"2408102004010";598163;25,1866513542076;12;2408102;"Feminino";"[0,15)"
"247831";"2408102004010";823220;16,1797915647206;12;2408102;"Masculino";"[0,15)"
"247839";"2408102004010";868248;16,1797915647206;12;2408102;"Feminino";"[0,15)"
"247871";"2408102004010";1037285;33,4913203348679;12;2408102;"Feminino";"[0,15)"
"247886";"2408102004010";1100140;18,5690719040322;12;2408102;"Feminino";"[0,15)"
"247943";"2408102004010";1337039;16,0008439325646;12;2408102;"Masculino";"[0,15)"
"248007";"2408102004010";1562932;20,8495332853657;12;2408102;"Masculino";"[0,15)"
"248054";"2408102004010";1677453;22,3102823003033;12;2408102;"Masculino";"[0,15)"
"248140";"2408102004010";2075505;20,582442491189;12;2408102;"Masculino";"[0,15)"
"248220";"2408102004010";2278446;31,3988512664755;12;2408102;"Masculino";"[0,15)"
"248382";"2408102004010";2984133;26,7618920564856;12;2408102;"Feminino";"[0,15)"
"248419";"2408102004010";3159084;15,3961029473757;12;2408102;"Feminino";"[0,15)"
"248531";"2408102004010";3660139;18,6432910634957;12;2408102;"Feminino";"[0,15)"
"248548";"2408102004010";3736841;29,1753239205028;12;2408102;"Feminino";"[0,15)"
"248579";"2408102004010";3822062;17,9965489119008;12;2408102;"Feminino";"[0,15)"
"248586";"2408102004010";3832522;23,7017492544085;12;2408102;"Masculino";"[0,15)"
"248698";"2408102004010";4310728;16,3083182272368;12;2408102;"Feminino";"[0,15)"
"248729";"2408102004010";4464492;26,7751560942703;12;2408102;"Masculino";"[0,15)"
"248744";"2408102004010";4524621;25,2295095657508;12;2408102;"Feminino";"[0,15)"
"248784";"2408102004010";4772102;21,9636625415442;12;2408102;"Masculino";"[0,15)"
"248953";"2408102004010";5386156;28,5899632448469;12;2408102;"Feminino";"[0,15)"
"249026";"2408102004010";5807615;5,6406926971193;12;2408102;"Feminino";"[0,15)"
"249030";"2408102004010";5819490;22,8593587057403;12;2408102;"Feminino";"[0,15)"
